file_name,error_type,category,score,size_bin,iou,model,threshold
000000146667.jpg,false_positive,person,0.7424,medium,,high_accuracy,0.7
000000146667.jpg,false_positive,person,0.7299,medium,,high_accuracy,0.7
000000146667.jpg,false_negative,person,,small,,high_accuracy,0.7
000000146667.jpg,false_negative,person,,small,,high_accuracy,0.7
000000146667.jpg,poor_localisation,person,0.8765,small,0.5737,high_accuracy,0.7
000000124277.jpg,false_positive,car,0.8454,small,,high_accuracy,0.7
000000124277.jpg,false_negative,car,,small,,high_accuracy,0.7
000000124277.jpg,false_negative,truck,,small,,high_accuracy,0.7
000000124277.jpg,false_negative,truck,,small,,high_accuracy,0.7
000000124277.jpg,false_negative,car,,small,,high_accuracy,0.7
000000011122.jpg,false_positive,car,0.9214,small,,high_accuracy,0.7
000000011122.jpg,false_positive,stop sign,0.8305,medium,,high_accuracy,0.7
000000222094.jpg,false_positive,car,0.8062,medium,,high_accuracy,0.7
000000222094.jpg,false_positive,car,0.7914,small,,high_accuracy,0.7
000000222094.jpg,false_positive,car,0.7634,small,,high_accuracy,0.7
000000222094.jpg,false_positive,truck,0.7631,medium,,high_accuracy,0.7
000000222094.jpg,false_negative,car,,medium,,high_accuracy,0.7
000000222094.jpg,false_negative,car,,small,,high_accuracy,0.7
000000222094.jpg,false_negative,truck,,small,,high_accuracy,0.7
000000222094.jpg,false_negative,truck,,small,,high_accuracy,0.7
000000456394.jpg,false_positive,car,0.7346,small,,high_accuracy,0.7
000000456394.jpg,poor_localisation,car,0.819,small,0.5243,high_accuracy,0.7
000000074058.jpg,false_positive,car,0.9942,medium,,high_accuracy,0.7
000000074058.jpg,false_positive,car,0.8607,small,,high_accuracy,0.7
000000074058.jpg,false_negative,person,,small,,high_accuracy,0.7
000000074058.jpg,false_negative,person,,small,,high_accuracy,0.7
000000074058.jpg,false_negative,truck,,medium,,high_accuracy,0.7
000000074058.jpg,false_negative,person,,small,,high_accuracy,0.7
000000074058.jpg,poor_localisation,bicycle,0.9903,medium,0.5165,high_accuracy,0.7
000000210273.jpg,false_positive,car,0.9253,small,,high_accuracy,0.7
000000210273.jpg,false_positive,car,0.8738,small,,high_accuracy,0.7
000000210273.jpg,false_positive,person,0.8408,medium,,high_accuracy,0.7
000000210273.jpg,false_positive,car,0.8236,small,,high_accuracy,0.7
000000210273.jpg,false_negative,person,,small,,high_accuracy,0.7
000000210273.jpg,false_negative,person,,small,,high_accuracy,0.7
000000210273.jpg,false_negative,person,,small,,high_accuracy,0.7
000000210273.jpg,false_negative,car,,small,,high_accuracy,0.7
000000210273.jpg,poor_localisation,person,0.9029,small,0.5893,high_accuracy,0.7
000000210273.jpg,poor_localisation,person,0.8879,small,0.5955,high_accuracy,0.7
000000210273.jpg,poor_localisation,person,0.7682,small,0.6315,high_accuracy,0.7
000000094751.jpg,false_positive,traffic light,0.7674,medium,,high_accuracy,0.7
000000094751.jpg,false_positive,person,0.7357,small,,high_accuracy,0.7
000000094751.jpg,false_positive,person,0.7014,small,,high_accuracy,0.7
000000094751.jpg,false_negative,person,,small,,high_accuracy,0.7
000000094751.jpg,false_negative,person,,small,,high_accuracy,0.7
000000094751.jpg,poor_localisation,traffic light,0.9645,medium,0.5554,high_accuracy,0.7
000000094751.jpg,poor_localisation,person,0.9203,small,0.6126,high_accuracy,0.7
000000094751.jpg,poor_localisation,person,0.741,small,0.6392,high_accuracy,0.7
000000181816.jpg,false_positive,person,0.7961,small,,high_accuracy,0.7
000000181816.jpg,false_negative,car,,medium,,high_accuracy,0.7
000000181816.jpg,false_negative,person,,small,,high_accuracy,0.7
000000181816.jpg,poor_localisation,person,0.8669,small,0.5787,high_accuracy,0.7
000000509008.jpg,false_positive,truck,0.8801,medium,,high_accuracy,0.7
000000249219.jpg,false_positive,person,0.9775,small,,high_accuracy,0.7
000000249219.jpg,false_positive,person,0.779,small,,high_accuracy,0.7
000000179265.jpg,false_positive,truck,0.8441,medium,,high_accuracy,0.7
000000179265.jpg,false_positive,car,0.8341,medium,,high_accuracy,0.7
000000179265.jpg,false_negative,truck,,small,,high_accuracy,0.7
000000179265.jpg,false_negative,person,,small,,high_accuracy,0.7
000000158548.jpg,false_negative,person,,small,,high_accuracy,0.7
000000158548.jpg,false_negative,person,,small,,high_accuracy,0.7
000000158548.jpg,false_negative,person,,small,,high_accuracy,0.7
000000158548.jpg,false_negative,person,,small,,high_accuracy,0.7
000000032941.jpg,false_positive,person,0.9844,small,,high_accuracy,0.7
000000032941.jpg,false_positive,person,0.966,small,,high_accuracy,0.7
000000032941.jpg,false_positive,traffic light,0.8908,small,,high_accuracy,0.7
000000032941.jpg,false_positive,bus,0.8363,medium,,high_accuracy,0.7
000000032941.jpg,false_negative,car,,small,,high_accuracy,0.7
000000032941.jpg,false_negative,car,,small,,high_accuracy,0.7
000000032941.jpg,false_negative,car,,small,,high_accuracy,0.7
000000032941.jpg,false_negative,truck,,small,,high_accuracy,0.7
000000032941.jpg,poor_localisation,person,0.8813,small,0.5933,high_accuracy,0.7
000000309391.jpg,false_positive,traffic light,0.9811,small,,high_accuracy,0.7
000000309391.jpg,false_positive,traffic light,0.9575,small,,high_accuracy,0.7
000000309391.jpg,false_positive,traffic light,0.9147,small,,high_accuracy,0.7
000000309391.jpg,false_positive,traffic light,0.891,small,,high_accuracy,0.7
000000309391.jpg,false_negative,traffic light,,small,,high_accuracy,0.7
000000309391.jpg,false_negative,traffic light,,small,,high_accuracy,0.7
000000309391.jpg,false_negative,person,,small,,high_accuracy,0.7
000000309391.jpg,false_negative,bicycle,,small,,high_accuracy,0.7
000000309391.jpg,poor_localisation,person,0.9758,small,0.6389,high_accuracy,0.7
000000309391.jpg,poor_localisation,traffic light,0.9756,small,0.595,high_accuracy,0.7
000000309391.jpg,poor_localisation,traffic light,0.9002,small,0.6185,high_accuracy,0.7
000000309391.jpg,poor_localisation,person,0.7772,small,0.5136,high_accuracy,0.7
000000309391.jpg,poor_localisation,person,0.7361,small,0.6252,high_accuracy,0.7
000000146498.jpg,false_positive,car,0.7397,small,,high_accuracy,0.7
000000146498.jpg,false_negative,car,,small,,high_accuracy,0.7
000000146498.jpg,false_negative,car,,small,,high_accuracy,0.7
000000563653.jpg,false_positive,car,0.8621,small,,high_accuracy,0.7
000000563653.jpg,false_positive,car,0.8594,small,,high_accuracy,0.7
000000563653.jpg,false_positive,car,0.7898,small,,high_accuracy,0.7
000000563653.jpg,false_negative,car,,small,,high_accuracy,0.7
000000418696.jpg,false_positive,car,0.9662,small,,high_accuracy,0.7
000000418696.jpg,false_positive,traffic light,0.9565,small,,high_accuracy,0.7
000000418696.jpg,false_positive,car,0.8914,small,,high_accuracy,0.7
000000418696.jpg,false_positive,traffic light,0.8058,small,,high_accuracy,0.7
000000418696.jpg,false_negative,truck,,small,,high_accuracy,0.7
000000418696.jpg,false_negative,traffic light,,small,,high_accuracy,0.7
000000418696.jpg,false_negative,traffic light,,small,,high_accuracy,0.7
000000418696.jpg,poor_localisation,traffic light,0.9339,small,0.635,high_accuracy,0.7
000000418696.jpg,poor_localisation,traffic light,0.8365,small,0.5539,high_accuracy,0.7
000000253835.jpg,false_positive,traffic light,0.9906,small,,high_accuracy,0.7
000000253835.jpg,false_positive,person,0.8032,medium,,high_accuracy,0.7
000000253835.jpg,false_positive,traffic light,0.7916,small,,high_accuracy,0.7
000000253835.jpg,false_positive,person,0.7368,large,,high_accuracy,0.7
000000253835.jpg,false_negative,person,,medium,,high_accuracy,0.7
000000253835.jpg,false_negative,traffic light,,small,,high_accuracy,0.7
000000308631.jpg,false_positive,person,0.925,small,,high_accuracy,0.7
000000308631.jpg,false_positive,person,0.7185,medium,,high_accuracy,0.7
000000308631.jpg,false_negative,person,,medium,,high_accuracy,0.7
000000284698.jpg,false_positive,bicycle,0.8717,large,,high_accuracy,0.7
000000284698.jpg,false_negative,motorcycle,,large,,high_accuracy,0.7
000000191013.jpg,false_positive,car,0.8952,small,,high_accuracy,0.7
000000191013.jpg,false_negative,car,,medium,,high_accuracy,0.7
000000278848.jpg,false_positive,car,0.8594,small,,high_accuracy,0.7
000000278848.jpg,false_positive,person,0.787,medium,,high_accuracy,0.7
000000278848.jpg,false_positive,car,0.7555,small,,high_accuracy,0.7
000000278848.jpg,poor_localisation,bus,0.9836,large,0.5238,high_accuracy,0.7
000000338905.jpg,false_positive,motorcycle,0.827,medium,,high_accuracy,0.7
000000338905.jpg,false_positive,person,0.732,medium,,high_accuracy,0.7
000000338905.jpg,false_positive,person,0.7111,small,,high_accuracy,0.7
000000338905.jpg,false_negative,motorcycle,,medium,,high_accuracy,0.7
000000338905.jpg,false_negative,motorcycle,,medium,,high_accuracy,0.7
000000338905.jpg,false_negative,person,,small,,high_accuracy,0.7
000000338905.jpg,false_negative,person,,small,,high_accuracy,0.7
000000338905.jpg,poor_localisation,person,0.9054,medium,0.584,high_accuracy,0.7
000000059635.jpg,false_positive,person,0.9903,medium,,high_accuracy,0.7
000000059635.jpg,false_positive,person,0.9878,medium,,high_accuracy,0.7
000000059635.jpg,false_positive,person,0.9869,medium,,high_accuracy,0.7
000000059635.jpg,false_positive,person,0.9771,medium,,high_accuracy,0.7
000000059635.jpg,false_negative,person,,small,,high_accuracy,0.7
000000059635.jpg,false_negative,bicycle,,small,,high_accuracy,0.7
000000059635.jpg,false_negative,bicycle,,small,,high_accuracy,0.7
000000059635.jpg,false_negative,bicycle,,small,,high_accuracy,0.7
000000426166.jpg,false_positive,bicycle,0.7924,medium,,high_accuracy,0.7
000000039484.jpg,false_positive,car,0.989,medium,,high_accuracy,0.7
000000039484.jpg,false_positive,person,0.8428,small,,high_accuracy,0.7
000000039484.jpg,false_positive,person,0.758,small,,high_accuracy,0.7
000000039484.jpg,false_negative,person,,small,,high_accuracy,0.7
000000039484.jpg,false_negative,person,,small,,high_accuracy,0.7
000000039484.jpg,false_negative,person,,small,,high_accuracy,0.7
000000039484.jpg,false_negative,person,,small,,high_accuracy,0.7
000000039484.jpg,poor_localisation,car,0.9777,medium,0.5779,high_accuracy,0.7
000000039484.jpg,poor_localisation,traffic light,0.9346,small,0.5901,high_accuracy,0.7
000000039484.jpg,poor_localisation,person,0.9128,small,0.5353,high_accuracy,0.7
000000039484.jpg,poor_localisation,person,0.7544,small,0.6023,high_accuracy,0.7
000000105912.jpg,false_positive,person,0.9426,small,,high_accuracy,0.7
000000105912.jpg,false_positive,person,0.7858,small,,high_accuracy,0.7
000000105912.jpg,false_negative,person,,small,,high_accuracy,0.7
000000105912.jpg,false_negative,person,,small,,high_accuracy,0.7
000000105912.jpg,poor_localisation,person,0.9479,small,0.5875,high_accuracy,0.7
000000069213.jpg,false_positive,person,0.8363,medium,,high_accuracy,0.7
000000069213.jpg,false_negative,person,,medium,,high_accuracy,0.7
000000069213.jpg,false_negative,person,,small,,high_accuracy,0.7
000000315187.jpg,false_positive,car,0.9576,small,,high_accuracy,0.7
000000315187.jpg,false_positive,traffic light,0.9223,small,,high_accuracy,0.7
000000315187.jpg,false_negative,traffic light,,small,,high_accuracy,0.7
000000315187.jpg,false_negative,traffic light,,small,,high_accuracy,0.7
000000315187.jpg,false_negative,person,,small,,high_accuracy,0.7
000000315187.jpg,false_negative,person,,small,,high_accuracy,0.7
000000142585.jpg,false_positive,car,0.9238,medium,,high_accuracy,0.7
000000142585.jpg,false_positive,car,0.9141,medium,,high_accuracy,0.7
000000142585.jpg,false_positive,car,0.8723,medium,,high_accuracy,0.7
000000142585.jpg,false_positive,car,0.8714,medium,,high_accuracy,0.7
000000142585.jpg,false_negative,car,,medium,,high_accuracy,0.7
000000142585.jpg,false_negative,car,,small,,high_accuracy,0.7
000000142585.jpg,false_negative,car,,medium,,high_accuracy,0.7
000000142585.jpg,false_negative,truck,,large,,high_accuracy,0.7
000000142585.jpg,poor_localisation,motorcycle,0.9732,medium,0.6329,high_accuracy,0.7
000000142585.jpg,poor_localisation,traffic light,0.968,small,0.5632,high_accuracy,0.7
000000213593.jpg,false_positive,car,0.9433,medium,,high_accuracy,0.7
000000213593.jpg,false_positive,car,0.9304,medium,,high_accuracy,0.7
000000213593.jpg,false_positive,car,0.8877,medium,,high_accuracy,0.7
000000213593.jpg,false_positive,person,0.8776,small,,high_accuracy,0.7
000000213593.jpg,false_negative,traffic light,,small,,high_accuracy,0.7
000000019109.jpg,false_positive,car,0.9866,medium,,high_accuracy,0.7
000000019109.jpg,false_positive,motorcycle,0.9622,medium,,high_accuracy,0.7
000000019109.jpg,false_positive,motorcycle,0.9471,medium,,high_accuracy,0.7
000000019109.jpg,false_negative,person,,medium,,high_accuracy,0.7
000000019109.jpg,false_negative,person,,small,,high_accuracy,0.7
000000019109.jpg,false_negative,motorcycle,,small,,high_accuracy,0.7
000000019109.jpg,false_negative,motorcycle,,small,,high_accuracy,0.7
000000019109.jpg,poor_localisation,person,0.9304,small,0.6143,high_accuracy,0.7
000000019109.jpg,poor_localisation,person,0.8588,small,0.64,high_accuracy,0.7
000000019109.jpg,poor_localisation,person,0.796,small,0.6328,high_accuracy,0.7
000000081394.jpg,false_positive,motorcycle,0.8488,medium,,high_accuracy,0.7
000000081394.jpg,false_negative,car,,small,,high_accuracy,0.7
000000099114.jpg,false_positive,person,0.8784,small,,high_accuracy,0.7
000000099114.jpg,false_positive,person,0.8671,small,,high_accuracy,0.7
000000099114.jpg,false_positive,person,0.8284,small,,high_accuracy,0.7
000000099114.jpg,false_positive,person,0.7201,small,,high_accuracy,0.7
000000099114.jpg,false_negative,bicycle,,small,,high_accuracy,0.7
000000099114.jpg,false_negative,bicycle,,small,,high_accuracy,0.7
000000099114.jpg,false_negative,traffic light,,small,,high_accuracy,0.7
000000099114.jpg,false_negative,person,,small,,high_accuracy,0.7
000000099114.jpg,poor_localisation,bicycle,0.951,small,0.6437,high_accuracy,0.7
000000165039.jpg,false_positive,person,0.923,medium,,high_accuracy,0.7
000000165039.jpg,false_positive,person,0.8395,small,,high_accuracy,0.7
000000165039.jpg,false_positive,car,0.8237,small,,high_accuracy,0.7
000000165039.jpg,false_positive,traffic light,0.7602,small,,high_accuracy,0.7
000000165039.jpg,false_negative,person,,small,,high_accuracy,0.7
000000165039.jpg,false_negative,person,,small,,high_accuracy,0.7
000000165039.jpg,false_negative,car,,small,,high_accuracy,0.7
000000165039.jpg,false_negative,car,,small,,high_accuracy,0.7
000000165039.jpg,poor_localisation,traffic light,0.9128,small,0.5829,high_accuracy,0.7
000000165039.jpg,poor_localisation,car,0.9051,small,0.5288,high_accuracy,0.7
000000137727.jpg,false_positive,truck,0.7797,small,,high_accuracy,0.7
000000137727.jpg,false_negative,person,,small,,high_accuracy,0.7
000000137727.jpg,false_negative,car,,small,,high_accuracy,0.7
000000137727.jpg,false_negative,car,,small,,high_accuracy,0.7
000000279278.jpg,false_positive,bicycle,0.9806,large,,high_accuracy,0.7
000000279278.jpg,false_positive,bicycle,0.9265,medium,,high_accuracy,0.7
000000279278.jpg,false_positive,person,0.8394,medium,,high_accuracy,0.7
000000279278.jpg,false_positive,person,0.7787,medium,,high_accuracy,0.7
000000279278.jpg,false_negative,bicycle,,medium,,high_accuracy,0.7
000000279278.jpg,false_negative,bicycle,,large,,high_accuracy,0.7
000000279278.jpg,false_negative,bicycle,,small,,high_accuracy,0.7
000000279278.jpg,poor_localisation,bicycle,0.9787,medium,0.5547,high_accuracy,0.7
000000279278.jpg,poor_localisation,bicycle,0.9723,medium,0.5316,high_accuracy,0.7
000000338625.jpg,false_positive,car,0.9623,small,,high_accuracy,0.7
000000338625.jpg,false_positive,car,0.7852,small,,high_accuracy,0.7
000000338625.jpg,false_positive,car,0.7654,small,,high_accuracy,0.7
000000338625.jpg,false_positive,person,0.7347,small,,high_accuracy,0.7
000000338625.jpg,false_negative,person,,small,,high_accuracy,0.7
000000338625.jpg,false_negative,bicycle,,small,,high_accuracy,0.7
000000338625.jpg,poor_localisation,person,0.9571,small,0.5631,high_accuracy,0.7
000000338625.jpg,poor_localisation,person,0.9058,small,0.5543,high_accuracy,0.7
000000338625.jpg,poor_localisation,person,0.7924,small,0.5116,high_accuracy,0.7
000000144300.jpg,false_positive,car,0.9458,medium,,high_accuracy,0.7
000000144300.jpg,false_negative,truck,,large,,high_accuracy,0.7
000000144300.jpg,false_negative,bus,,medium,,high_accuracy,0.7
000000144300.jpg,false_negative,bus,,large,,high_accuracy,0.7
000000144300.jpg,false_negative,truck,,small,,high_accuracy,0.7
000000373353.jpg,false_positive,car,0.9033,small,,high_accuracy,0.7
000000373353.jpg,false_positive,car,0.9014,small,,high_accuracy,0.7
000000373353.jpg,false_positive,car,0.8065,small,,high_accuracy,0.7
000000373353.jpg,false_positive,car,0.7985,small,,high_accuracy,0.7
000000373353.jpg,false_negative,traffic light,,small,,high_accuracy,0.7
000000373353.jpg,false_negative,traffic light,,small,,high_accuracy,0.7
000000373353.jpg,false_negative,car,,medium,,high_accuracy,0.7
000000373353.jpg,false_negative,person,,small,,high_accuracy,0.7
000000365745.jpg,false_positive,traffic light,0.9739,small,,high_accuracy,0.7
000000498709.jpg,false_positive,car,0.9538,large,,high_accuracy,0.7
000000498709.jpg,poor_localisation,car,0.9908,medium,0.5186,high_accuracy,0.7
000000133819.jpg,false_positive,person,0.8238,small,,high_accuracy,0.7
000000133819.jpg,false_negative,person,,small,,high_accuracy,0.7
000000133819.jpg,false_negative,person,,small,,high_accuracy,0.7
000000133819.jpg,false_negative,person,,small,,high_accuracy,0.7
000000133819.jpg,false_negative,traffic light,,small,,high_accuracy,0.7
000000133819.jpg,poor_localisation,person,0.945,small,0.6357,high_accuracy,0.7
000000555597.jpg,false_positive,car,0.918,small,,high_accuracy,0.7
000000555597.jpg,false_positive,car,0.7794,small,,high_accuracy,0.7
000000555597.jpg,false_positive,car,0.7709,small,,high_accuracy,0.7
000000555597.jpg,false_positive,person,0.7667,large,,high_accuracy,0.7
000000555597.jpg,false_negative,car,,small,,high_accuracy,0.7
000000555597.jpg,false_negative,car,,small,,high_accuracy,0.7
000000555597.jpg,false_negative,car,,small,,high_accuracy,0.7
000000555597.jpg,poor_localisation,car,0.851,small,0.6138,high_accuracy,0.7
000000274272.jpg,false_negative,traffic light,,small,,high_accuracy,0.7
000000274272.jpg,false_negative,person,,small,,high_accuracy,0.7
000000274272.jpg,false_negative,person,,medium,,high_accuracy,0.7
